id,Temperature,Humidity,Wind Speed,Precipitation,Cloud Cover,Atmospheric Pressure,UV Index,Season,Visibility,Location,target
1253,20,78,13,71,overcast,994.21,0,Winter,4,mountain,Rainy
1254,10,71,10.5,33,overcast,1017.97,1,Summer,6,coastal,Cloudy
1255,10,71,13.5,72,partly cloudy,991.05,2,Summer,4,coastal,Rainy
1256,-2,95,18.5,50,overcast,994.53,0,Winter,4,inland,Snowy
1257,11,54,1,25,partly cloudy,1003.95,1,Autumn,8,coastal,Cloudy
1258,16,97,12,89,partly cloudy,1002.71,2,Autumn,3,inland,Rainy
1259,25,28,0,0,clear,1018.63,7,Spring,7.5,mountain,Sunny
1260,15,67,2.5,48,overcast,1006.11,4,Autumn,8,coastal,Cloudy
1261,23,56,13,16,partly cloudy,1015.31,3,Summer,7,coastal,Cloudy
1262,17,25,4,12,cloudy,975.85,5,Autumn,12.5,mountain,Sunny
1263,38,35,3,9,clear,1022.33,8,Summer,6.5,mountain,Sunny
1264,36,56,0,2,clear,1020.01,10,Spring,6,coastal,Sunny
1265,-4,91,10.5,57,overcast,988.43,0,Winter,2,inland,Snowy
1266,23,47,7,14,partly cloudy,1026.61,6,Spring,9.5,coastal,Sunny
1267,27,79,3.5,18,partly cloudy,1003.54,1,Winter,6.5,inland,Cloudy
1268,38,56,1,13,clear,1017,9,Autumn,7,coastal,Sunny
1269,-8,93,7,89,overcast,985.65,1,Winter,2.5,mountain,Snowy
1270,-4,70,17,52,partly cloudy,980.7,0,Winter,4,mountain,Snowy
1271,-3,85,19,88,partly cloudy,999.98,0,Winter,4.5,inland,Snowy
1272,23,78,6.5,53,partly cloudy,996.5,3,Summer,1,inland,Rainy
1273,-8,97,17,92,overcast,982.59,1,Winter,4,mountain,Snowy
1274,26,60,8.5,25,overcast,1019.64,2,Autumn,6,mountain,Cloudy
1275,42,20,4.5,9,partly cloudy,1028.46,8,Winter,5,inland,Sunny
1276,28,70,11,86,overcast,1014.57,0,Spring,3,coastal,Rainy
1277,13,64,10,19,partly cloudy,1004.04,3,Spring,6,inland,Cloudy
1278,55,89,16.5,93,partly cloudy,1006.96,12,Summer,8.5,mountain,Cloudy
1279,41,39,3,0,clear,1013.5,6,Winter,6,mountain,Sunny
1280,12,74,6.5,76,overcast,1009.38,3,Winter,5,mountain,Rainy
1281,-5,106,32.5,102,overcast,987.89,2,Winter,0.5,inland,Snowy
1282,24,71,10.5,11,cloudy,920.09,12,Winter,7.5,coastal,Cloudy
1283,-5,83,19,89,partly cloudy,994.15,1,Winter,3,mountain,Snowy
1284,24,75,4,13,partly cloudy,1017.97,3,Autumn,8.5,mountain,Cloudy
1285,20,61,10.5,30,partly cloudy,1010.65,3,Summer,6,inland,Cloudy
1286,70,89,14.5,105,overcast,1011.2,14,Winter,4,inland,Rainy
1287,30,89,19,86,overcast,1010.22,0,Spring,2.5,mountain,Rainy
1288,11,53,6.5,26,partly cloudy,1018.19,4,Summer,7.5,coastal,Cloudy
1289,-2,67,3,80,overcast,990.02,1,Winter,5,mountain,Snowy
1290,27,63,6,80,overcast,1005.8,0,Winter,3.5,coastal,Rainy
1291,20,85,33,86,partly cloudy,997.36,0,Summer,2.5,coastal,Rainy
1292,22,38,10,0,clear,1027.37,9,Winter,9,inland,Sunny
1293,36,67,8,93,partly cloudy,909.35,1,Summer,15,inland,Rainy
1294,31,75,13,61,overcast,1017.43,3,Summer,4,inland,Rainy
1295,33,27,8.5,11,clear,1026.22,6,Winter,9.5,mountain,Sunny
1296,2,98,6.5,89,overcast,995.47,1,Winter,1.5,mountain,Snowy
1297,27,51,9,4,clear,1010.29,8,Winter,7,mountain,Sunny
1298,18,53,12,49,partly cloudy,1008.45,4,Winter,9,inland,Cloudy
1299,27,72,14.5,17,partly cloudy,1008.71,2,Summer,8,inland,Cloudy
1300,-1,96,15.5,94,overcast,989.32,1,Winter,2.5,inland,Snowy
1301,21,72,7.5,42,overcast,1005.63,1,Summer,7.5,inland,Cloudy
1302,35,97,18.5,96,partly cloudy,1014,9,Autumn,9.5,coastal,Cloudy
1303,44,61,1,13,clear,1027.37,6,Spring,9,inland,Sunny
1304,29,109,21,93,partly cloudy,1018.98,9,Winter,7.5,inland,Cloudy
1305,40,46,2.5,3,clear,1020.05,6,Summer,5.5,mountain,Sunny
1306,23,30,9.5,4,clear,1014.54,10,Winter,8.5,inland,Sunny
1307,-3,68,1,50,overcast,993.39,1,Winter,4,inland,Snowy
1308,24,78,8,29,overcast,1007.48,2,Winter,5,inland,Cloudy
1309,0,60,14,98,overcast,988.07,1,Winter,1.5,mountain,Snowy
1310,21,76,3,101,overcast,1010.35,1,Autumn,10,mountain,Cloudy
1311,-12,59,12.5,56,cloudy,1112.01,4,Winter,1.5,mountain,Sunny
1312,29,74,2.5,29,overcast,1002.41,4,Spring,7,inland,Cloudy
1313,26,61,19.5,78,partly cloudy,1001.66,3,Winter,4.5,inland,Rainy
1314,73,101,17,91,clear,1024.85,4,Winter,2,inland,Sunny
1315,27,65,6.5,84,partly cloudy,1010.16,1,Spring,2,mountain,Rainy
1316,-9,98,15.5,95,overcast,988.17,1,Winter,5,inland,Snowy
1317,-6,71,8.5,96,overcast,985.8,0,Winter,2.5,inland,Snowy
1318,13,53,6,79,cloudy,889.61,12,Spring,1,inland,Sunny
1319,27,46,6.5,8,partly cloudy,1012.02,8,Winter,7.5,coastal,Sunny
1320,22,54,6.5,2,partly cloudy,1022.38,9,Autumn,5.5,coastal,Sunny
1321,27,68,12,23,overcast,819.83,8,Autumn,2,mountain,Cloudy
1322,20,85,8.5,81,overcast,1014.67,3,Winter,1,coastal,Rainy
1323,42,66,7,19,partly cloudy,1018.47,9,Winter,5.5,coastal,Sunny
1324,0,79,9,92,overcast,996.34,2,Winter,4.5,inland,Snowy
1325,43,20,9,2,clear,1016.94,6,Spring,5.5,inland,Sunny
1326,-2,83,9,63,overcast,983.32,1,Winter,2.5,inland,Snowy
1327,34,75,6,16,partly cloudy,1001.93,4,Spring,7.5,mountain,Cloudy
1328,26,34,1,10,partly cloudy,1010.31,5,Winter,8,coastal,Sunny
1329,17,66,15.5,95,overcast,1014.99,2,Autumn,2.5,coastal,Rainy
1330,28,82,12.5,89,overcast,1013.37,0,Winter,1.5,mountain,Rainy
1331,-7,63,17.5,67,overcast,980.41,1,Winter,2,inland,Snowy
1332,36,36,7,72,overcast,986.32,8,Autumn,5.5,inland,Sunny
1333,4,91,6,99,overcast,989.59,0,Winter,4.5,mountain,Snowy
1334,-9,91,4,56,overcast,998.74,1,Winter,2.5,inland,Snowy
1335,31,51,6.5,17,clear,1010.32,11,Autumn,10,coastal,Sunny
1336,-7,68,6.5,72,partly cloudy,987.59,0,Winter,5,mountain,Snowy
1337,16,74,10.5,25,overcast,1010.3,4,Spring,6.5,inland,Cloudy
1338,20,23,9.5,58,partly cloudy,997.17,0,Winter,3,coastal,Snowy
1339,6,81,2.5,109,overcast,994.04,14,Winter,2.5,inland,Snowy
1340,36,22,1,12,clear,1023.33,8,Autumn,8,inland,Sunny
1341,26,58,1,19,partly cloudy,1013.17,9,Spring,6,coastal,Sunny
1342,-9,96,2,56,overcast,998.94,1,Winter,2.5,mountain,Snowy
1343,42,44,5,17,clear,1015.53,6,Autumn,8,coastal,Sunny
1344,16,82,17,97,overcast,990.75,2,Summer,3.5,inland,Rainy
1345,24,98,11.5,63,partly cloudy,1017.39,2,Autumn,1.5,inland,Rainy
1346,5,106,20,82,overcast,981.79,8,Winter,0.5,inland,Snowy
1347,25,23,4.5,13,clear,1014.45,11,Summer,6.5,inland,Sunny
1348,11,65,7.5,73,overcast,1002.92,2,Winter,3.5,inland,Rainy
1349,-17,58,12.5,86,overcast,999.82,2,Spring,16.5,coastal,Rainy
1350,18,34,11.5,93,partly cloudy,830.46,7,Spring,13,coastal,Snowy
1351,43,45,3.5,15,clear,1025.24,6,Spring,8.5,mountain,Sunny
1352,23,35,3,9,clear,1029.35,7,Winter,7.5,mountain,Sunny
1353,26,68,5,44,overcast,1005.29,3,Autumn,7.5,coastal,Cloudy
1354,42,68,8,78,partly cloudy,809.25,0,Winter,0.5,inland,Rainy
1355,24,44,8,1,clear,1021.87,6,Spring,9.5,coastal,Sunny
1356,-6,76,1,98,overcast,991.76,1,Winter,4,mountain,Snowy
1357,38,40,9,52,overcast,902.13,10,Winter,8,inland,Rainy
1358,34,51,10,13,cloudy,957.62,7,Spring,8.5,inland,Cloudy
1359,46,23,0,51,cloudy,852.2,8,Summer,16,inland,Cloudy
1360,28,20,5.5,6,clear,1012.95,5,Summer,8.5,inland,Sunny
1361,12,68,11.5,99,cloudy,929.14,11,Spring,2,inland,Rainy
1362,66,107,13,109,partly cloudy,1014.55,6,Summer,7,mountain,Cloudy
1363,-2,50,4.5,13,overcast,1149.07,6,Winter,5,mountain,Cloudy
1364,37,51,9.5,5,clear,1025.58,5,Autumn,8.5,mountain,Sunny
1365,32,22,7.5,16,partly cloudy,1013.16,10,Winter,8,coastal,Sunny
1366,-7,61,2.5,79,overcast,990.5,0,Winter,3.5,inland,Snowy
1367,4,72,15.5,85,partly cloudy,987.58,0,Winter,1.5,inland,Snowy
1368,33,98,10,65,partly cloudy,1019.95,3,Autumn,3,mountain,Rainy
1369,4,99,8,72,overcast,994.81,0,Winter,3,mountain,Snowy
1370,31,37,9.5,7,clear,1029.3,8,Winter,8,coastal,Sunny
1371,0,85,7.5,97,overcast,991.21,0,Winter,1.5,inland,Snowy
1372,24,69,1.5,40,overcast,1016.15,2,Winter,8.5,mountain,Cloudy
1373,42,55,8,12,clear,1019.58,6,Spring,8.5,mountain,Sunny
1374,21,89,13,85,partly cloudy,1006.31,2,Spring,4,inland,Rainy
1375,22,63,12.5,53,overcast,999.26,2,Spring,4.5,mountain,Rainy
1376,31,62,9.5,34,partly cloudy,1013.78,2,Winter,5,coastal,Cloudy
1377,14,79,5,69,overcast,1013.9,1,Summer,3,coastal,Rainy
1378,27,104,21.5,100,overcast,994.34,6,Autumn,3.5,inland,Rainy
1379,2,72,12.5,90,overcast,998.38,1,Winter,2.5,mountain,Snowy
1380,22,77,13,36,partly cloudy,1019.44,2,Winter,5,inland,Cloudy
1381,-13,77,6.5,98,partly cloudy,892.62,3,Winter,5,mountain,Snowy
1382,-7,63,19,70,overcast,999.25,0,Winter,4.5,inland,Snowy
1383,42,58,6,3,clear,1024.36,9,Winter,8,inland,Sunny
1384,36,22,0,3,clear,1012.66,10,Spring,9,inland,Sunny
1385,12,50,3.5,25,overcast,1016.78,1,Summer,6,inland,Cloudy
1386,11,96,6,69,overcast,990.04,3,Spring,1,inland,Rainy
1387,4,62,4.5,95,overcast,872.6,2,Spring,10,inland,Rainy
1388,0,63,18,54,overcast,986.52,0,Winter,4,inland,Snowy
1389,22,57,3.5,17,clear,1012.94,11,Summer,9,inland,Sunny
1390,29,42,0,14,partly cloudy,1029.98,7,Spring,7.5,mountain,Sunny
1391,18,64,12,19,partly cloudy,1005.91,3,Summer,5.5,mountain,Cloudy
1392,28,59,13,25,partly cloudy,1010.5,3,Summer,8,coastal,Cloudy
1393,10,76,11,12,overcast,1003.75,2,Summer,7.5,inland,Cloudy
1394,11,50,10.5,43,partly cloudy,1001.03,3,Spring,8,coastal,Cloudy
1395,-2,79,7.5,75,overcast,988.72,0,Winter,3.5,mountain,Snowy
1396,24,28,4,3,clear,1026.76,9,Winter,6,inland,Sunny
1397,30,57,5.5,26,overcast,1001.03,3,Spring,8.5,inland,Cloudy
1398,18,68,3,36,partly cloudy,1005.69,1,Winter,5.5,coastal,Cloudy
1399,10,65,7,21,overcast,1012.63,1,Summer,8,inland,Cloudy
1400,3,85,14.5,87,overcast,980.37,1,Winter,1,inland,Snowy
1401,2,62,9,71,overcast,998.28,0,Winter,1,inland,Snowy
1402,10,76,18,86,overcast,1008.39,0,Winter,5,mountain,Rainy
1403,14,60,4.5,23,overcast,1019.56,1,Summer,6.5,coastal,Cloudy
1404,18,64,15.5,96,overcast,997.09,1,Winter,4.5,inland,Rainy
1405,4,88,10,86,overcast,998.67,0,Winter,1.5,mountain,Snowy
1406,36,30,2,17,clear,1029.9,11,Autumn,5.5,inland,Sunny
1407,-6,99,41,102,overcast,999.49,12,Winter,0.5,inland,Snowy
1408,38,62,0.5,6,partly cloudy,1014.63,9,Autumn,8,coastal,Sunny
1409,11,55,0.5,16,overcast,1016.35,4,Spring,6.5,inland,Cloudy
1410,31,59,11,44,partly cloudy,1002.75,4,Summer,8,mountain,Cloudy
1411,33,30,5.5,92,cloudy,1186.34,10,Spring,7.5,inland,Snowy
1412,10,60,2.5,20,overcast,1000.1,1,Winter,8.5,coastal,Cloudy
1413,18,77,13.5,25,partly cloudy,1006.22,4,Autumn,5.5,mountain,Cloudy
1414,24,69,8,52,overcast,1011.15,0,Summer,1.5,inland,Rainy
1415,1,92,11,80,partly cloudy,999.17,0,Winter,4,mountain,Snowy
1416,10,55,13,21,partly cloudy,1017.82,2,Summer,8.5,mountain,Cloudy
1417,26,39,9.5,6,clear,1028.53,7,Spring,9,coastal,Sunny
1418,32,39,7.5,3,clear,1021.43,9,Autumn,5.5,inland,Sunny
1419,11,67,15,88,overcast,1000.85,2,Autumn,1.5,inland,Rainy
1420,-10,89,3.5,92,overcast,980.34,0,Winter,2.5,inland,Snowy
1421,24,67,12.5,58,overcast,1013.67,0,Winter,4,mountain,Rainy
1422,0,69,6,98,overcast,997.78,0,Winter,4.5,inland,Snowy
1423,37,29,6,17,clear,1028.59,5,Autumn,9.5,coastal,Sunny
1424,29,63,10.5,76,overcast,945.26,14,Summer,7,coastal,Rainy
1425,-13,61,2,81,partly cloudy,908.07,6,Autumn,11,inland,Cloudy
1426,14,76,4,47,overcast,1017.23,1,Summer,7.5,mountain,Cloudy
1427,36,29,7.5,8,partly cloudy,1025.76,9,Summer,8,inland,Sunny
1428,35,63,6,10,clear,1015.73,5,Spring,8,inland,Sunny
1429,21,94,17.5,81,overcast,1011.44,2,Summer,3.5,inland,Rainy
1430,41,31,1.5,7,clear,1028.34,5,Summer,6,mountain,Sunny
1431,22,48,2,18,clear,1015.1,7,Spring,9,coastal,Sunny
1432,21,62,2.5,5,partly cloudy,1021.28,10,Spring,9.5,mountain,Sunny
1433,19,57,13,17,partly cloudy,1014.16,3,Autumn,8,mountain,Cloudy
1434,32,61,16.5,72,overcast,1008.85,1,Spring,2,inland,Rainy
1435,-10,69,12,86,overcast,985.56,1,Winter,1,inland,Snowy
1436,4,55,4.5,90,partly cloudy,1171.78,0,Spring,10,coastal,Snowy
1437,27,53,13,29,partly cloudy,1018.62,4,Autumn,6.5,inland,Cloudy
1438,41,45,1.5,14,partly cloudy,1016.79,8,Spring,9,mountain,Sunny
1439,1,76,20,91,overcast,984.85,0,Winter,1.5,mountain,Snowy
1440,25,94,13.5,99,overcast,1005.95,10,Spring,1.5,mountain,Cloudy
1441,-1,43,9.5,70,overcast,964.74,4,Autumn,8,coastal,Snowy
1442,15,58,6,11,partly cloudy,1012.18,1,Spring,7.5,inland,Cloudy
1443,4,63,2,74,overcast,995.02,1,Winter,1,inland,Snowy
1444,29,37,4,6,partly cloudy,1015.28,10,Spring,7,coastal,Sunny
1445,47,92,0,78,clear,1024.73,12,Summer,4,mountain,Sunny
1446,-10,85,19,71,overcast,989.02,0,Winter,2.5,mountain,Snowy
1447,15,79,16,72,partly cloudy,997.07,3,Winter,4,mountain,Rainy
1448,-5,60,2,94,overcast,993.24,1,Winter,3,inland,Snowy
1449,30,76,8,44,partly cloudy,1019.75,4,Autumn,5.5,coastal,Cloudy
1450,32,62,0.5,1,clear,1024.59,11,Winter,6.5,mountain,Sunny
1451,-2,91,14.5,69,overcast,998.51,1,Winter,3,mountain,Snowy
1452,33,85,9,54,overcast,1007.49,1,Winter,1.5,inland,Rainy
1453,-6,97,7,52,overcast,985.41,0,Winter,3,mountain,Snowy
1454,-4,67,5.5,62,overcast,987.01,1,Winter,4.5,mountain,Snowy
1455,30,72,6.5,94,overcast,999.3,0,Summer,5,mountain,Rainy
1456,30,68,17,74,overcast,1017.1,2,Autumn,3.5,mountain,Rainy
1457,60,109,10,105,partly cloudy,1017.33,10,Autumn,6.5,mountain,Sunny
1458,28,62,6.5,69,overcast,994.82,1,Winter,3,mountain,Rainy
1459,-1,72,13,74,overcast,986.98,1,Winter,1,mountain,Snowy
1460,36,47,4.5,37,partly cloudy,1087.2,5,Summer,13.5,inland,Rainy
1461,27,57,9,8,clear,1012.13,11,Summer,6,mountain,Sunny
1462,27,56,11,16,partly cloudy,1014.73,4,Winter,6.5,coastal,Cloudy
1463,25,84,15.5,91,clear,1018.5,6,Summer,8,inland,Sunny
1464,21,50,0,9,clear,1011.39,7,Summer,6.5,coastal,Sunny
1465,67,95,41.5,79,partly cloudy,1002.83,9,Summer,3,inland,Rainy
1466,2,65,19,63,partly cloudy,990.69,1,Winter,4.5,mountain,Snowy
1467,-9,79,3.5,92,overcast,990.14,1,Winter,1.5,inland,Snowy
1468,22,74,5.5,25,partly cloudy,1019.5,2,Spring,7,coastal,Cloudy
1469,18,68,19,85,overcast,992.68,1,Autumn,1.5,mountain,Rainy
1470,21,30,4,8,clear,1021.37,5,Autumn,9,inland,Sunny
1471,28,99,11,82,partly cloudy,1008.11,3,Autumn,4.5,coastal,Rainy
1472,13,71,6,54,overcast,1011.35,3,Winter,1.5,coastal,Rainy
1473,24,50,9.5,10,partly cloudy,1010.49,7,Spring,7,coastal,Sunny
1474,44,45,3.5,14,partly cloudy,1024.65,7,Spring,8,mountain,Sunny
1475,25,75,11,67,overcast,1032.76,13,Summer,3.5,coastal,Snowy
1476,9,77,8.5,21,overcast,887.74,5,Summer,14,mountain,Snowy
1477,42,59,10.5,17,overcast,1149.76,13,Winter,1,inland,Sunny
1478,18,94,18.5,67,overcast,1019.23,3,Spring,2.5,coastal,Rainy
1479,35,25,1.5,94,cloudy,800.23,4,Spring,5,coastal,Snowy
1480,14,73,8.5,64,overcast,1001.87,3,Summer,2.5,inland,Rainy
1481,25,30,1.5,18,clear,1013.47,10,Autumn,7.5,inland,Sunny
1482,16,71,15,43,partly cloudy,1007.61,2,Spring,5.5,coastal,Cloudy
1483,26,97,18,61,partly cloudy,1019.45,3,Winter,1.5,mountain,Rainy
1484,19,98,13,82,overcast,1018,3,Autumn,3.5,mountain,Rainy
1485,-10,76,4.5,99,overcast,982.04,1,Winter,2,mountain,Snowy
1486,4,70,5.5,56,overcast,982.94,1,Winter,4,mountain,Snowy
1487,-8,86,19.5,97,overcast,980.75,1,Winter,1,inland,Snowy
1488,-3,83,16,90,overcast,991.07,0,Winter,3,inland,Snowy
1489,27,61,2.5,51,cloudy,1045.38,4,Summer,7,inland,Cloudy
1490,15,79,7.5,39,overcast,1018.48,1,Winter,9,coastal,Cloudy
1491,38,47,3,18,partly cloudy,1015.46,5,Autumn,6.5,mountain,Sunny
1492,21,92,7.5,69,overcast,996.42,2,Summer,2,coastal,Rainy
1493,-7,94,3,98,overcast,994.79,0,Winter,4.5,mountain,Snowy
1494,21,84,2.5,87,clear,1025.02,4,Autumn,4,coastal,Sunny
1495,21,93,13.5,87,overcast,1016.31,1,Winter,1.5,coastal,Rainy
1496,21,76,11.5,30,partly cloudy,1003.34,3,Winter,6,inland,Cloudy
1497,0,68,16,91,overcast,998.36,1,Winter,2,mountain,Snowy
1498,36,26,9,5,clear,1016.29,6,Winter,6,coastal,Sunny
1499,64,109,35.5,95,partly cloudy,1003.19,12,Autumn,4.5,mountain,Cloudy
1500,24,69,4,12,clear,1027.77,10,Spring,9.5,coastal,Sunny
1501,34,95,15.5,90,clear,1016.63,11,Spring,11.5,coastal,Sunny
1502,33,49,9,5,clear,1022.71,9,Summer,9,coastal,Sunny
1503,46,81,20.5,107,partly cloudy,1005.27,14,Summer,4,inland,Cloudy
1504,-3,90,16.5,55,overcast,988.24,1,Winter,1.5,inland,Snowy
1505,13,56,3.5,15,partly cloudy,1002.48,2,Summer,7,inland,Cloudy
1506,41,101,19,78,clear,1023.28,9,Winter,3.5,coastal,Sunny
1507,27,85,10,68,overcast,1015.94,0,Summer,3.5,mountain,Rainy
1508,-10,79,18.5,96,partly cloudy,986.35,0,Winter,1.5,mountain,Snowy
1509,10,97,6,94,overcast,1002.36,0,Autumn,4.5,mountain,Rainy
1510,21,33,3,3,clear,1021.58,7,Autumn,6.5,coastal,Sunny
1511,-8,33,5,14,partly cloudy,1135.31,9,Spring,16,inland,Snowy
1512,20,69,17,87,overcast,1007.12,3,Winter,2.5,mountain,Rainy
1513,27,58,14.5,13,partly cloudy,1016.87,4,Summer,7.5,mountain,Cloudy
1514,28,71,9,66,partly cloudy,1007.58,1,Spring,2,inland,Rainy
1515,20,89,18,68,overcast,1019.78,2,Autumn,4.5,coastal,Rainy
1516,-7,89,0.5,76,overcast,994.46,1,Winter,2,inland,Snowy
1517,33,72,11,18,overcast,1010.18,1,Summer,8.5,coastal,Cloudy
1518,28,79,13,50,overcast,1015.66,0,Summer,4,inland,Rainy
1519,-8,92,11.5,54,overcast,994.5,1,Winter,3,inland,Snowy
1520,39,66,5,11,clear,1024.35,5,Spring,9,mountain,Sunny
1521,19,72,7,57,overcast,1001.28,0,Spring,3.5,mountain,Rainy
1522,-2,65,8,51,partly cloudy,982,1,Winter,4.5,inland,Snowy
1523,22,86,5.5,94,overcast,999.78,3,Autumn,1,mountain,Rainy
1524,31,67,13.5,54,overcast,1014.14,0,Autumn,2.5,inland,Rainy
1525,15,61,7,40,partly cloudy,1003.17,2,Winter,7,mountain,Cloudy
1526,-9,46,6.5,35,partly cloudy,978.59,7,Autumn,0.5,inland,Cloudy
1527,28,60,5.5,28,overcast,1000.63,1,Summer,9,mountain,Cloudy
1528,13,93,18,94,overcast,995.06,1,Winter,2.5,coastal,Rainy
1529,-8,39,5.5,55,partly cloudy,1073.46,6,Winter,17,coastal,Snowy
1530,15,76,5,73,partly cloudy,1012.14,8,Winter,12,coastal,Cloudy
1531,23,75,16.5,86,overcast,1017.64,2,Winter,1.5,inland,Rainy
1532,30,66,18,87,overcast,1015.52,0,Winter,4.5,mountain,Rainy
1533,0,98,7,66,overcast,986.05,0,Winter,3.5,inland,Snowy
1534,17,62,9,11,overcast,1016.34,2,Summer,7.5,mountain,Cloudy
1535,15,99,30.5,85,partly cloudy,1015.02,3,Autumn,2,inland,Cloudy
1536,20,67,1.5,42,overcast,1007.52,4,Autumn,7,inland,Cloudy
1537,23,77,7.5,49,partly cloudy,1010.4,2,Winter,8.5,coastal,Cloudy
1538,11,53,5.5,13,overcast,1016.57,3,Autumn,6.5,inland,Cloudy
1539,-7,67,18,50,overcast,999.37,1,Winter,1.5,mountain,Snowy
1540,34,60,11.5,42,overcast,1001.32,1,Winter,6.5,coastal,Cloudy
1541,-5,89,5,64,overcast,994.57,0,Winter,5,mountain,Snowy
1542,14,75,4,10,partly cloudy,1000.16,4,Autumn,6,mountain,Cloudy
1543,42,55,5.5,15,clear,1027.66,6,Summer,7.5,coastal,Sunny
1544,32,21,2.5,8,partly cloudy,1029.34,7,Winter,9,mountain,Sunny
1545,34,66,8.5,95,cloudy,1023.42,10,Spring,16.5,coastal,Snowy
1546,35,65,9.5,12,partly cloudy,1018.19,7,Autumn,5.5,coastal,Sunny
1547,18,64,19.5,98,partly cloudy,1003.54,1,Summer,3.5,inland,Rainy
1548,-10,85,8,69,overcast,985.76,1,Winter,1.5,mountain,Snowy
1549,-9,71,9,50,partly cloudy,994.09,1,Winter,2.5,inland,Snowy
1550,32,60,11,49,partly cloudy,1007.94,1,Autumn,6.5,mountain,Cloudy
1551,27,69,4.5,4,clear,1011.56,7,Autumn,9.5,coastal,Sunny
1552,30,107,20.5,84,partly cloudy,1006.47,5,Autumn,10,inland,Cloudy
1553,-10,67,1,59,partly cloudy,983.52,0,Winter,5,mountain,Snowy
1554,-4,78,9,58,overcast,991.09,1,Winter,2,inland,Snowy
1555,19,45,2.5,35,partly cloudy,1168.72,10,Winter,11.5,coastal,Cloudy
1556,32,31,3.5,9,partly cloudy,1026.58,8,Autumn,9,coastal,Sunny
1557,23,90,13.5,53,overcast,992.4,3,Spring,3,inland,Rainy
1558,5,68,0.5,89,cloudy,836.82,12,Autumn,12,coastal,Rainy
1559,20,94,13.5,105,clear,1025.18,4,Autumn,7.5,mountain,Sunny
1560,18,51,7,38,overcast,1005.6,3,Spring,8.5,mountain,Cloudy
1561,11,67,8.5,59,overcast,1004.46,2,Summer,4.5,coastal,Rainy
1562,1,60,2.5,61,partly cloudy,995.83,1,Winter,2.5,mountain,Snowy
1563,4,74,8.5,91,overcast,994.86,1,Winter,2.5,inland,Snowy
1564,6,78,5,20,overcast,1122.45,9,Summer,7.5,inland,Sunny
1565,22,79,3.5,37,overcast,1008.08,3,Summer,7,inland,Cloudy
1566,10,69,10.5,10,partly cloudy,1007.75,1,Summer,7,coastal,Cloudy
1567,21,60,17.5,62,partly cloudy,1010.93,0,Spring,3.5,mountain,Rainy
1568,23,70,14.5,64,overcast,1014.51,3,Summer,3.5,mountain,Rainy
1569,0,63,6.5,63,overcast,989.02,0,Winter,1.5,inland,Snowy
1570,25,49,9,17,partly cloudy,1016.51,5,Summer,6.5,mountain,Sunny
1571,-7,94,16.5,86,overcast,995.55,1,Winter,3.5,inland,Snowy
1572,30,61,12,20,partly cloudy,1018.24,1,Autumn,5.5,coastal,Cloudy
1573,0,94,7.5,63,overcast,981.13,0,Winter,2,inland,Snowy
1574,25,109,21,80,partly cloudy,1014.22,0,Autumn,8,inland,Cloudy
1575,29,74,6.5,33,overcast,1010.9,1,Summer,8,coastal,Cloudy
1576,10,77,18,62,overcast,1002.6,3,Autumn,3,coastal,Rainy
1577,-7,52,1.5,24,overcast,1078.7,10,Winter,4.5,inland,Snowy
1578,23,64,7.5,47,partly cloudy,1015.4,4,Autumn,6,mountain,Cloudy
1579,-3,86,10.5,60,overcast,997.64,1,Winter,1.5,inland,Snowy
1580,1,79,19,95,partly cloudy,987.57,13,Winter,2,mountain,Snowy
1581,3,96,4,95,overcast,992.62,1,Winter,4,inland,Snowy
1582,26,53,9,2,partly cloudy,1022.27,9,Autumn,9,inland,Sunny
1583,18,68,13,32,partly cloudy,1006.26,3,Summer,5.5,inland,Cloudy
1584,-4,97,18.5,86,overcast,985.92,0,Winter,1,mountain,Snowy
1585,14,66,4,29,partly cloudy,1009.07,1,Spring,6.5,inland,Cloudy
1586,-6,75,13.5,54,overcast,991.67,0,Winter,2,inland,Snowy
1587,-4,89,18,87,partly cloudy,987.18,1,Winter,3,mountain,Snowy
1588,14,92,13,98,partly cloudy,1005.5,1,Winter,3.5,mountain,Rainy
1589,17,85,16.5,79,overcast,1017.45,3,Autumn,4,mountain,Rainy
1590,25,51,7,18,clear,1028.26,8,Autumn,9.5,inland,Sunny
1591,34,78,13.5,17,overcast,1014.32,3,Winter,9,coastal,Cloudy
1592,21,57,1,21,partly cloudy,1014.06,3,Summer,7.5,inland,Cloudy
1593,17,91,23,83,overcast,1006.18,9,Spring,5.5,mountain,Cloudy
1594,37,66,6,11,clear,1029.68,9,Autumn,10,inland,Sunny
1595,11,67,8,17,partly cloudy,1005.72,4,Summer,6,inland,Cloudy
1596,11,52,2.5,44,overcast,1004.77,2,Winter,8.5,mountain,Cloudy
1597,30,84,5.5,106,partly cloudy,1002.48,6,Spring,2.5,mountain,Cloudy
1598,-8,75,9.5,56,partly cloudy,998.57,0,Winter,5,inland,Snowy
1599,3,85,40.5,96,overcast,990.66,0,Winter,4,mountain,Snowy
1600,18,61,13.5,28,partly cloudy,1016.33,3,Spring,6,inland,Cloudy
1601,25,20,0,1,partly cloudy,1015.75,11,Summer,9,mountain,Sunny
1602,27,63,7.5,45,partly cloudy,1016.25,3,Spring,5.5,mountain,Cloudy
